seqname	source	feature	start_1based	end_1based	score	strand	Parent_Node	Child_Node	neg_log_likelihood	snp_count	taxa_List	start_0based	CenterOfRegion	Lineage	Overlap_Genes	Overlap_Gene_RvIDs	Contains_Esx	Contains_PEPPE	Contains_REP13E12	NoOverlap_Wi_PEPPE_Esx_13E12_Genes	EventID	EventLen	HmAln_Count	HmAln_Ovrlap	HHR_Count	HHR_Ovrlap
NC_000962.3	GUBBINS	CDS	2030756	2030765	0.000	.	Node_46	M0016737_0	1143.143007	4	['M0016737_0']	2030755	2030760.0	lineage4	esxN	Rv1793	True	False	False	False	Event_174	10	4	1	1	1
NC_000962.3	GUBBINS	CDS	2163400	2163504	0.000	.	Node_146	N0153	1965.522075	6	['N0153']	2163399	2163451.5	lineage1	PPE34	Rv1917c	False	True	False	False	Event_175	105	2	1	0	0
NC_000962.3	GUBBINS	CDS	2163412	2163421	0.000	.	Node_113	R25048	69.097423	5	['R25048']	2163411	2163416.0	lineage2	PPE34	Rv1917c	False	True	False	False	Event_176	10	2	1	0	0
NC_000962.3	GUBBINS	CDS	2163412	2163421	0.000	.	Node_28	M0016395_7	661.702271	5	['M0016395_7']	2163411	2163416.0	lineage4	PPE34	Rv1917c	False	True	False	False	Event_177	10	2	1	0	0
NC_000962.3	GUBBINS	CDS	2163412	2163421	0.000	.	Node_46	M0016737_0	1185.648262	5	['M0016737_0']	2163411	2163416.0	lineage4	PPE34	Rv1917c	False	True	False	False	Event_178	10	2	1	0	0
NC_000962.3	GUBBINS	CDS	2163412	2163421	0.000	.	Node_71	N1274	1433.112624	5	['N1274']	2163411	2163416.0	lineage3	PPE34	Rv1917c	False	True	False	False	Event_179	10	2	1	0	0
NC_000962.3	GUBBINS	CDS	2163412	2163444	0.000	.	Node_35	Node_31	164.394631	6	['02_R1179', 'TB3162', 'TB2661', 'TB3386']	2163411	2163427.5	lineage4	PPE34	Rv1917c	False	True	False	False	Event_180	33	2	1	0	0
NC_000962.3	GUBBINS	CDS	2163481	2163520	0.000	.	Node_48	Node_47	1585.308265	12	['mada_126', 'mada_120']	2163480	2163500.0	lineage4	PPE34	Rv1917c	False	True	False	False	Event_181	40	2	1	0	0
NC_000962.3	GUBBINS	CDS	2165857	2165896	0.000	.	Node_116	Node_115	319.761846	16	['TB1236', 'TB2659']	2165856	2165876.0	lineage2	PPE34	Rv1917c	False	True	False	False	Event_182	40	1	1	0	0
NC_000962.3	GUBBINS	CDS	2196715	2196970	0.000	.	Node_147	Node_134	658.305903	30	['R27252', 'R23887']	2196714	2196842.0	lineage1	Rv1945	Rv1945	False	False	True	False	Event_183	256	1	1	1	1
NC_000962.3	GUBBINS	CDS	2196715	2196970	0.000	.	Node_6	mada_102	788.896496	4	['mada_102']	2196714	2196842.0	lineage4	Rv1945	Rv1945	False	False	True	False	Event_184	256	1	1	1	1
NC_000962.3	GUBBINS	CDS	2196715	2197278	0.000	.	Node_36	Node_28	821.260882	26	['M0016395_7', 'R15311']	2196714	2196996.0	lineage4	Rv1945	Rv1945	False	False	True	False	Event_185	564	1	1	1	1
NC_000962.3	GUBBINS	CDS	2196715	2197332	0.000	.	Node_25	M0017522_5	1387.009995	13	['M0017522_5']	2196714	2197023.0	lineage4	Rv1945	Rv1945	False	False	True	False	Event_186	618	1	1	1	1
NC_000962.3	GUBBINS	CDS	2196768	2196970	0.000	.	Node_138	mada_1-1	645.173758	29	['mada_1-1']	2196767	2196868.5	lineage1	Rv1945	Rv1945	False	False	True	False	Event_187	203	1	1	1	1
NC_000962.3	GUBBINS	CDS	2196768	2197041	0.000	.	Node_149	RW-TB008	4899.345988	32	['RW-TB008']	2196767	2196904.0	lineage8	Rv1945	Rv1945	False	False	True	False	Event_188	274	1	1	1	1
NC_000962.3	GUBBINS	CDS	2196831	2196970	0.000	.	Node_112	Node_102	434.715472	15	['TB2995', 'TB2512', 'TB2981', '706-05', 'TB3113']	2196830	2196900.0	lineage2	Rv1945	Rv1945	False	False	True	False	Event_189	140	1	1	1	1
NC_000962.3	GUBBINS	CDS	2197230	2197260	0.000	.	Node_144	mada_1-10	1531.343962	5	['mada_1-10']	2197229	2197244.5	lineage1	Rv1945	Rv1945	False	False	True	False	Event_190	31	1	1	1	1
NC_000962.3	GUBBINS	CDS	2197230	2197293	0.000	.	Node_134	R23887	2200.484084	14	['R23887']	2197229	2197261.0	lineage1	Rv1945	Rv1945	False	False	True	False	Event_191	64	1	1	1	1
NC_000962.3	GUBBINS	CDS	2197230	2197293	0.000	.	Node_4	Node_1	3493.046903	14	['N1272', 'N1176']	2197229	2197261.0	lineage5	Rv1945	Rv1945	False	False	True	False	Event_192	64	1	1	1	1
NC_000962.3	GUBBINS	CDS	2197287	2197313	0.000	.	Node_30	TB3162	347.134245	4	['TB3162']	2197286	2197299.5	lineage4	Rv1945	Rv1945	False	False	True	False	Event_193	27	1	1	1	1
NC_000962.3	GUBBINS	CDS	2296425	2296457	0.000	.	Node_1	N1272	1071.75799	9	['N1272']	2296424	2296440.5	lineage5	pks12	Rv2048c	False	False	False	True	Event_194	33	1	1	1	1
NC_000962.3	GUBBINS	CDS	2296425	2296473	0.000	.	Node_43	TB3237	743.119874	13	['TB3237']	2296424	2296448.5	lineage4	pks12	Rv2048c	False	False	False	True	Event_195	49	1	1	1	1
NC_000962.3	GUBBINS	CDS	2300403	2300452	0.000	.	Node_42	02_R1896	764.59741	11	['02_R1896']	2300402	2300427.0	lineage4	pks12	Rv2048c	False	False	False	True	Event_196	50	2	1	1	1
NC_000962.3	GUBBINS	CDS	2300403	2300555	0.000	.	Node_27	Node_5	1705.517079	14	['mada_2-31', 'mada_1-41']	2300402	2300478.5	lineage4	pks12	Rv2048c	False	False	False	True	Event_197	153	2	1	1	1
NC_000962.3	GUBBINS	CDS	2301782	2302132	0.000	.	Node_1	N1272	995.397454	4	['N1272']	2301781	2301956.5	lineage5	pks12	Rv2048c	False	False	False	True	Event_198	351	1	1	1	1
NC_000962.3	GUBBINS	CDS	2301782	2302132	0.000	.	Node_27	Node_5	1516.243064	5	['mada_2-31', 'mada_1-41']	2301781	2301956.5	lineage4	pks12	Rv2048c	False	False	False	True	Event_199	351	1	1	1	1
NC_000962.3	GUBBINS	CDS	2301782	2302132	0.000	.	Node_45	Node_37	414.061034	4	['01_R1430', 'M0011368_9']	2301781	2301956.5	lineage4	pks12	Rv2048c	False	False	False	True	Event_200	351	1	1	1	1
NC_000962.3	GUBBINS	CDS	2338768	2338994	0.000	.	Node_149	RW-TB008	4468.693807	7	['RW-TB008']	2338767	2338880.5	lineage8	Rv2082	Rv2082	False	False	False	True	Event_201	227	0	0	0	0
NC_000962.3	GUBBINS	CDS	2338768	2338994	0.000	.	Node_25	Node_24	708.633695	7	['S0106-01', 'R21770', 'R21839', 'R21363', 'mada_1-32', 'R30396', 'R20896']	2338767	2338880.5	lineage4	Rv2082	Rv2082	False	False	False	True	Event_202	227	0	0	0	0
NC_000962.3	GUBBINS	CDS	2338768	2338994	0.000	.	Node_64	TB3251	2039.370216	6	['TB3251']	2338767	2338880.5	lineage4	Rv2082	Rv2082	False	False	False	True	Event_203	227	0	0	0	0
NC_000962.3	GUBBINS	CDS	2338773	2338994	0.000	.	Node_4	Node_1	3434.617912	6	['N1272', 'N1176']	2338772	2338883.0	lineage5	Rv2082	Rv2082	False	False	False	True	Event_204	222	0	0	0	0
NC_000962.3	GUBBINS	CDS	2339719	2339726	0.000	.	Node_148	Node_133	1650.581593	4	['mada_2-31', 'mada_1-41', 'MT_0080', 'mada_102', 'TB3334', 'mada_105', 'TB3169', 'M0014888_3', 'mada_151', 'mada_129', 'QC-4', 'QC-8', 'QC-10', '02_R1708', '02_R0894', 'mada_139', 'M0017522_5', 'S0106-01', 'R21770', 'R21839', 'R21363', 'mada_1-32', 'R30396', 'R20896', 'TB3251', 'M0016395_7', 'R15311', '02_R1179', 'TB3162', 'TB2661', 'TB3386', 'M0010874_7', 'QC-7', 'QC-6', 'QC-1', '01_R1430', 'M0011368_9', 'mada_103', 'mada_112', 'mada_124', 'S0123-01', 'S0262-02', '02_R1896', 'mada_2-25', 'TB3237', 'TB4620', 'M0016737_0', 'TB3054', 'mada_126', 'mada_120', '01_R1134', 'mada_1-38', 'TB2968', 'mada_123', 'R23571', 'mada_2-1', 'mada_1-50', 'mada_1-53', 'mada_2-53', 'mada_1-12', 'mada_128', 'mada_1-15', 'N1274', 'N0054', 'QC-3', 'QC-9', 'QC-5', 'N0004', 'mada_1-30', 'R21893', 'R30420', 'R32929', 'R26778', 'R23146', 'R28980', 'R21408', 'R20574', 'R20260', 'R26791', 'R27725', 'R18043', 'R18040', 'R27937', 'R22601', '18_0621851', 'N0155', 'mada_1-11', 'N0145', 'S0085-01', 'S0089-01', 'S0107-01', 'R29598', 'R24100', 'R28581', 'S0256-08', 'R37765', 'M0003941_3', 'mada_115', 'mada_2-42', 'TB2995', 'TB2512', 'TB2981', '706-05', 'TB3113', 'S0070-08', 'R29816', 'R36431', 'R24120', 'R28703', 'R30234', 'R31095', 'R30078', 'R28012', 'R27657', 'R30215', 'R25048', 'TB2780', 'TB3368', '8129-04', 'TB1236', 'TB2659', 'TB1612', 'TB3396', '4549-04', '696-05', '8651-04', 'TB3091', '702-06', '9050-05', '3003-06']	2339718	2339722.0	None	Rv2082	Rv2082	False	False	False	True	Event_205	8	0	0	0	0
NC_000962.3	GUBBINS	CDS	2439204	2439460	0.000	.	Node_19	R21839	238.08345	4	['R21839']	2439203	2439331.5	lineage4	Rv2177c	Rv2177c	False	False	False	True	Event_206	257	1	1	1	1
NC_000962.3	GUBBINS	CDS	2439401	2439519	0.000	.	Node_7	mada_151	440.570661	4	['mada_151']	2439400	2439459.5	lineage4	Rv2177c	Rv2177c	False	False	False	True	Event_207	119	1	1	1	1
NC_000962.3	GUBBINS	CDS	2626004	2626204	0.000	.	Node_138	mada_1-1	528.465906	9	['mada_1-1']	2626003	2626103.5	lineage1	esxO	Rv2346c	True	False	False	False	Event_208	201	4	1	1	1
NC_000962.3	GUBBINS	CDS	2626004	2626600	0.000	.	Node_149	RW-TB008	4814.594574	24	['RW-TB008']	2626003	2626301.5	lineage8	esxO,esxP	Rv2346c,Rv2347c	True	False	False	False	Event_209	597	4	1	1	1
NC_000962.3	GUBBINS	CDS	2626105	2626348	0.000	.	Node_148	Node_133	1678.604249	7	['mada_2-31', 'mada_1-41', 'MT_0080', 'mada_102', 'TB3334', 'mada_105', 'TB3169', 'M0014888_3', 'mada_151', 'mada_129', 'QC-4', 'QC-8', 'QC-10', '02_R1708', '02_R0894', 'mada_139', 'M0017522_5', 'S0106-01', 'R21770', 'R21839', 'R21363', 'mada_1-32', 'R30396', 'R20896', 'TB3251', 'M0016395_7', 'R15311', '02_R1179', 'TB3162', 'TB2661', 'TB3386', 'M0010874_7', 'QC-7', 'QC-6', 'QC-1', '01_R1430', 'M0011368_9', 'mada_103', 'mada_112', 'mada_124', 'S0123-01', 'S0262-02', '02_R1896', 'mada_2-25', 'TB3237', 'TB4620', 'M0016737_0', 'TB3054', 'mada_126', 'mada_120', '01_R1134', 'mada_1-38', 'TB2968', 'mada_123', 'R23571', 'mada_2-1', 'mada_1-50', 'mada_1-53', 'mada_2-53', 'mada_1-12', 'mada_128', 'mada_1-15', 'N1274', 'N0054', 'QC-3', 'QC-9', 'QC-5', 'N0004', 'mada_1-30', 'R21893', 'R30420', 'R32929', 'R26778', 'R23146', 'R28980', 'R21408', 'R20574', 'R20260', 'R26791', 'R27725', 'R18043', 'R18040', 'R27937', 'R22601', '18_0621851', 'N0155', 'mada_1-11', 'N0145', 'S0085-01', 'S0089-01', 'S0107-01', 'R29598', 'R24100', 'R28581', 'S0256-08', 'R37765', 'M0003941_3', 'mada_115', 'mada_2-42', 'TB2995', 'TB2512', 'TB2981', '706-05', 'TB3113', 'S0070-08', 'R29816', 'R36431', 'R24120', 'R28703', 'R30234', 'R31095', 'R30078', 'R28012', 'R27657', 'R30215', 'R25048', 'TB2780', 'TB3368', '8129-04', 'TB1236', 'TB2659', 'TB1612', 'TB3396', '4549-04', '696-05', '8651-04', 'TB3091', '702-06', '9050-05', '3003-06']	2626104	2626226.0	None	esxO,esxP	Rv2346c,Rv2347c	True	False	False	False	Event_210	244	4	1	1	1
NC_000962.3	GUBBINS	CDS	2626138	2626678	0.000	.	Node_140	mada_1-39	931.483084	14	['mada_1-39']	2626137	2626407.5	lineage1	esxO,esxP,Rv2348c	Rv2346c,Rv2347c,Rv2348c	True	False	False	False	Event_211	541	4	1	1	1
NC_000962.3	GUBBINS	CDS	2626149	2626600	0.000	.	Node_131	Node_85	1304.587733	5	['R21893', 'R30420', 'R32929', 'R26778', 'R23146', 'R28980', 'R21408', 'R20574', 'R20260', 'R26791', 'R27725', 'R18043', 'R18040', 'R27937', 'R22601']	2626148	2626374.0	lineage2	esxO,esxP	Rv2346c,Rv2347c	True	False	False	False	Event_212	452	4	1	1	1
NC_000962.3	GUBBINS	CDS	2626511	2626521	0.000	.	Node_2	N1202	1577.746833	4	['N1202']	2626510	2626515.5	lineage6	esxP	Rv2347c	True	False	False	False	Event_213	11	3	1	1	1
NC_000962.3	GUBBINS	CDS	2626511	2626521	0.000	.	Node_58	mada_1-38	1122.063122	4	['mada_1-38']	2626510	2626515.5	lineage4	esxP	Rv2347c	True	False	False	False	Event_214	11	3	1	1	1
NC_000962.3	GUBBINS	CDS	2626511	2626600	0.000	.	Node_43	TB3237	647.990776	4	['TB3237']	2626510	2626555.0	lineage4	esxP	Rv2347c	True	False	False	False	Event_215	90	3	1	1	1
NC_000962.3	GUBBINS	CDS	2626513	2626678	0.000	.	Node_12	Node_11	488.115642	4	['QC-4', 'QC-8', 'QC-10']	2626512	2626595.0	lineage4	esxP,Rv2348c	Rv2347c,Rv2348c	True	False	False	False	Event_216	166	3	1	1	1
NC_000962.3	GUBBINS	CDS	2626513	2626678	0.000	.	Node_7	mada_151	422.237197	4	['mada_151']	2626512	2626595.0	lineage4	esxP,Rv2348c	Rv2347c,Rv2348c	True	False	False	False	Event_217	166	3	1	1	1
NC_000962.3	GUBBINS	CDS	2720895	2721013	0.000	.	Node_36	Node_28	616.652639	4	['M0016395_7', 'R15311']	2720894	2720953.5	lineage4	Rv2424c	Rv2424c	False	False	False	True	Event_218	119	1	1	1	1
NC_000962.3	GUBBINS	CDS	2866551	2866647	0.000	.	Node_144	mada_1-10	1555.802567	6	['mada_1-10']	2866550	2866598.5	lineage1	lppA	Rv2543	False	False	False	True	Event_219	97	1	1	1	1
NC_000962.3	GUBBINS	CDS	2866607	2867756	0.000	.	Node_132	Node_131	1451.162781	10	['R21893', 'R30420', 'R32929', 'R26778', 'R23146', 'R28980', 'R21408', 'R20574', 'R20260', 'R26791', 'R27725', 'R18043', 'R18040', 'R27937', 'R22601', '18_0621851', 'N0155', 'mada_1-11', 'N0145', 'S0085-01', 'S0089-01', 'S0107-01', 'R29598', 'R24100', 'R28581', 'S0256-08', 'R37765', 'M0003941_3', 'mada_115', 'mada_2-42', 'TB2995', 'TB2512', 'TB2981', '706-05', 'TB3113', 'S0070-08', 'R29816', 'R36431', 'R24120', 'R28703', 'R30234', 'R31095', 'R30078', 'R28012', 'R27657', 'R30215', 'R25048', 'TB2780', 'TB3368', '8129-04', 'TB1236', 'TB2659', 'TB1612', 'TB3396', '4549-04', '696-05', '8651-04', 'TB3091', '702-06', '9050-05', '3003-06']	2866606	2867181.0	lineage2	lppA,lppB	Rv2543,Rv2544	False	False	False	True	Event_220	1150	2	1	2	1
NC_000962.3	GUBBINS	CDS	2867207	2867263	0.000	.	Node_133	Node_132	424.784506	9	['N1274', 'N0054', 'QC-3', 'QC-9', 'QC-5', 'N0004', 'mada_1-30', 'R21893', 'R30420', 'R32929', 'R26778', 'R23146', 'R28980', 'R21408', 'R20574', 'R20260', 'R26791', 'R27725', 'R18043', 'R18040', 'R27937', 'R22601', '18_0621851', 'N0155', 'mada_1-11', 'N0145', 'S0085-01', 'S0089-01', 'S0107-01', 'R29598', 'R24100', 'R28581', 'S0256-08', 'R37765', 'M0003941_3', 'mada_115', 'mada_2-42', 'TB2995', 'TB2512', 'TB2981', '706-05', 'TB3113', 'S0070-08', 'R29816', 'R36431', 'R24120', 'R28703', 'R30234', 'R31095', 'R30078', 'R28012', 'R27657', 'R30215', 'R25048', 'TB2780', 'TB3368', '8129-04', 'TB1236', 'TB2659', 'TB1612', 'TB3396', '4549-04', '696-05', '8651-04', 'TB3091', '702-06', '9050-05', '3003-06']	2867206	2867234.5	None	lppB	Rv2544	False	False	False	True	Event_221	57	1	1	1	1
NC_000962.3	GUBBINS	CDS	2867207	2867762	0.000	.	Node_145	N0072	1448.452075	21	['N0072']	2867206	2867484.0	lineage1	lppB	Rv2544	False	False	False	True	Event_222	556	1	1	1	1
NC_000962.3	GUBBINS	CDS	2923106	2923119	0.000	.	Node_149	RW-TB008	4538.128904	5	['RW-TB008']	2923105	2923112.0	lineage8	PE_PGRS44	Rv2591	False	True	False	False	Event_223	14	0	0	0	0
NC_000962.3	GUBBINS	CDS	2944739	2944857	0.000	.	Node_130	18_0621851	593.835632	4	['18_0621851']	2944738	2944797.5	lineage2	PE_PGRS45	Rv2615c	False	True	False	False	Event_224	119	2	1	1	1
NC_000962.3	GUBBINS	CDS	3059791	3059822	0.000	.	Node_132	Node_71	1460.480863	4	['N1274', 'N0054', 'QC-3', 'QC-9', 'QC-5', 'N0004', 'mada_1-30']	3059790	3059806.0	lineage3	None	None	False	False	False	True	Event_225	32	0	0	0	0
NC_000962.3	GUBBINS	CDS	3119926	3119939	0.000	.	Node_33	Node_32	124.786359	7	['QC-6', 'QC-1']	3119925	3119932.0	lineage4	None	None	False	False	False	True	Event_226	14	16	1	1	1
NC_000962.3	GUBBINS	CDS	3132956	3132975	0.000	.	Node_148	Node_133	1698.102714	5	['mada_2-31', 'mada_1-41', 'MT_0080', 'mada_102', 'TB3334', 'mada_105', 'TB3169', 'M0014888_3', 'mada_151', 'mada_129', 'QC-4', 'QC-8', 'QC-10', '02_R1708', '02_R0894', 'mada_139', 'M0017522_5', 'S0106-01', 'R21770', 'R21839', 'R21363', 'mada_1-32', 'R30396', 'R20896', 'TB3251', 'M0016395_7', 'R15311', '02_R1179', 'TB3162', 'TB2661', 'TB3386', 'M0010874_7', 'QC-7', 'QC-6', 'QC-1', '01_R1430', 'M0011368_9', 'mada_103', 'mada_112', 'mada_124', 'S0123-01', 'S0262-02', '02_R1896', 'mada_2-25', 'TB3237', 'TB4620', 'M0016737_0', 'TB3054', 'mada_126', 'mada_120', '01_R1134', 'mada_1-38', 'TB2968', 'mada_123', 'R23571', 'mada_2-1', 'mada_1-50', 'mada_1-53', 'mada_2-53', 'mada_1-12', 'mada_128', 'mada_1-15', 'N1274', 'N0054', 'QC-3', 'QC-9', 'QC-5', 'N0004', 'mada_1-30', 'R21893', 'R30420', 'R32929', 'R26778', 'R23146', 'R28980', 'R21408', 'R20574', 'R20260', 'R26791', 'R27725', 'R18043', 'R18040', 'R27937', 'R22601', '18_0621851', 'N0155', 'mada_1-11', 'N0145', 'S0085-01', 'S0089-01', 'S0107-01', 'R29598', 'R24100', 'R28581', 'S0256-08', 'R37765', 'M0003941_3', 'mada_115', 'mada_2-42', 'TB2995', 'TB2512', 'TB2981', '706-05', 'TB3113', 'S0070-08', 'R29816', 'R36431', 'R24120', 'R28703', 'R30234', 'R31095', 'R30078', 'R28012', 'R27657', 'R30215', 'R25048', 'TB2780', 'TB3368', '8129-04', 'TB1236', 'TB2659', 'TB1612', 'TB3396', '4549-04', '696-05', '8651-04', 'TB3091', '702-06', '9050-05', '3003-06']	3132955	3132965.0	None	Rv2825c	Rv2825c	False	False	False	True	Event_227	20	1	1	1	1
NC_000962.3	GUBBINS	CDS	3133065	3133078	0.000	.	Node_50	Node_49	222.969264	6	['mada_1-53', 'mada_2-53']	3133064	3133071.0	lineage4	Rv2825c	Rv2825c	False	False	False	True	Event_228	14	1	1	1	1
NC_000962.3	GUBBINS	CDS	3135852	3135974	0.000	.	Node_148	Node_147	2576.081864	14	['R27252', 'R23887', 'N0153', 'N0072', 'mada_1-10', 'mada_118', 'mada_1-36', 'mada_117', 'mada_1-39', 'mada_107', 'mada_2-46', 'mada_1-44', 'mada_1-1', 'mada_1-51', 'mada_122']	3135851	3135912.5	lineage1	Rv2828c	Rv2828c	False	False	False	True	Event_229	123	1	1	1	1
NC_000962.3	GUBBINS	CDS	3135950	3135974	0.000	.	Node_132	Node_71	1540.399718	8	['N1274', 'N0054', 'QC-3', 'QC-9', 'QC-5', 'N0004', 'mada_1-30']	3135949	3135961.5	lineage3	Rv2828c	Rv2828c	False	False	False	True	Event_230	25	1	1	1	1
NC_000962.3	GUBBINS	CDS	3135961	3135974	0.000	.	Node_48	TB3054	1174.109214	6	['TB3054']	3135960	3135967.0	lineage4	Rv2828c	Rv2828c	False	False	False	True	Event_231	14	1	1	1	1
NC_000962.3	GUBBINS	CDS	3135961	3135974	0.000	.	Node_97	R37765	617.53723	6	['R37765']	3135960	3135967.0	lineage2	Rv2828c	Rv2828c	False	False	False	True	Event_232	14	1	1	1	1
NC_000962.3	GUBBINS	CDS	3135971	3135974	0.000	.	Node_37	01_R1430	999999.0	4	['01_R1430']	3135970	3135972.0	lineage4	Rv2828c	Rv2828c	False	False	False	True	Event_233	4	1	1	1	1
NC_000962.3	GUBBINS	CDS	3135971	3136335	0.000	.	Node_42	02_R1896	742.405923	5	['02_R1896']	3135970	3136152.5	lineage4	Rv2828c,Rv2828A	Rv2828c,Rv2828A	False	False	False	True	Event_234	365	1	1	1	1
NC_000962.3	GUBBINS	CDS	3194200	3194430	0.000	.	Node_48	Node_47	1659.259625	26	['mada_126', 'mada_120']	3194199	3194314.5	lineage4	Rv2885c	Rv2885c	False	False	False	True	Event_235	231	3	1	1	1
NC_000962.3	GUBBINS	CDS	3247298	3247340	0.000	.	Node_132	Node_71	1478.520437	5	['N1274', 'N0054', 'QC-3', 'QC-9', 'QC-5', 'N0004', 'mada_1-30']	3247297	3247318.5	lineage3	ppsA	Rv2931	False	False	False	True	Event_236	43	1	1	1	1
NC_000962.3	GUBBINS	CDS	3247851	3248075	0.000	.	Node_58	mada_1-38	1204.510078	13	['mada_1-38']	3247850	3247962.5	lineage4	ppsA	Rv2931	False	False	False	True	Event_237	225	1	1	1	1
NC_000962.3	GUBBINS	CDS	3252893	3252905	0.000	.	Node_1	N1272	1045.554353	5	['N1272']	3252892	3252898.5	lineage5	ppsB	Rv2932	False	False	False	True	Event_238	13	1	1	1	1
NC_000962.3	GUBBINS	CDS	3336528	3336705	0.000	.	Node_148	Node_147	2367.002814	4	['R27252', 'R23887', 'N0153', 'N0072', 'mada_1-10', 'mada_118', 'mada_1-36', 'mada_117', 'mada_1-39', 'mada_107', 'mada_2-46', 'mada_1-44', 'mada_1-1', 'mada_1-51', 'mada_122']	3336527	3336616.0	lineage1	None	None	False	False	False	True	Event_239	178	3	1	0	0
NC_000962.3	GUBBINS	CDS	3377271	3377326	0.000	.	Node_134	R23887	2151.098749	12	['R23887']	3377270	3377298.0	lineage1	PPE46	Rv3018c	False	True	False	False	Event_240	56	1	1	1	1
NC_000962.3	GUBBINS	CDS	3377271	3377351	0.000	.	Node_33	QC-7	485.573867	7	['QC-7']	3377270	3377310.5	lineage4	PPE46	Rv3018c	False	True	False	False	Event_241	81	1	1	1	1
NC_000962.3	GUBBINS	CDS	3528169	3528177	0.000	.	Node_141	mada_122	737.715382	5	['mada_122']	3528168	3528172.5	lineage1	PPE53	Rv3159c	False	True	False	False	Event_242	9	1	1	1	1
NC_000962.3	GUBBINS	CDS	3730390	3730741	0.000	.	Node_4	Node_1	3413.422113	6	['N1272', 'N1176']	3730389	3730565.0	lineage5	PPE54	Rv3343c	False	True	False	False	Event_243	352	2	1	1	1
NC_000962.3	GUBBINS	CDS	3730928	3730946	0.000	.	Node_134	R23887	2112.252824	8	['R23887']	3730927	3730936.5	lineage1	PPE54	Rv3343c	False	True	False	False	Event_244	19	2	1	1	1
NC_000962.3	GUBBINS	CDS	3735709	3735967	0.000	.	Node_96	M0003941_3	443.69771	5	['M0003941_3']	3735708	3735837.5	lineage2	PPE54	Rv3343c	False	True	False	False	Event_245	259	1	1	1	1
NC_000962.3	GUBBINS	CDS	3735802	3736179	0.000	.	Node_148	Node_147	2387.717026	6	['R27252', 'R23887', 'N0153', 'N0072', 'mada_1-10', 'mada_118', 'mada_1-36', 'mada_117', 'mada_1-39', 'mada_107', 'mada_2-46', 'mada_1-44', 'mada_1-1', 'mada_1-51', 'mada_122']	3735801	3735990.0	lineage1	PPE54	Rv3343c	False	True	False	False	Event_246	378	1	1	1	1
NC_000962.3	GUBBINS	CDS	3735802	3736229	0.000	.	Node_68	N0004	893.510982	13	['N0004']	3735801	3736015.0	lineage3	PPE54	Rv3343c	False	True	False	False	Event_247	428	1	1	1	1
NC_000962.3	GUBBINS	CDS	3735802	3736276	0.000	.	Node_131	Node_85	1329.472113	7	['R21893', 'R30420', 'R32929', 'R26778', 'R23146', 'R28980', 'R21408', 'R20574', 'R20260', 'R26791', 'R27725', 'R18043', 'R18040', 'R27937', 'R22601']	3735801	3736038.5	lineage2	PPE54	Rv3343c	False	True	False	False	Event_248	475	1	1	1	1
NC_000962.3	GUBBINS	CDS	3735849	3735967	0.000	.	Node_94	N0155	618.075079	5	['N0155']	3735848	3735907.5	lineage2	PPE54	Rv3343c	False	True	False	False	Event_249	119	1	1	1	1
NC_000962.3	GUBBINS	CDS	3735865	3736179	0.000	.	Node_59	01_R1134	1675.985338	5	['01_R1134']	3735864	3736021.5	lineage4	PPE54	Rv3343c	False	True	False	False	Event_250	315	1	1	1	1
NC_000962.3	GUBBINS	CDS	3735925	3736306	0.000	.	Node_64	TB3251	2151.259805	13	['TB3251']	3735924	3736115.0	lineage4	PPE54	Rv3343c	False	True	False	False	Event_251	382	1	1	1	1
NC_000962.3	GUBBINS	CDS	3736211	3736229	0.000	.	Node_4	Node_3	3267.266561	8	['N1177', 'N1202', 'N0091']	3736210	3736219.5	lineage6	PPE54	Rv3343c	False	True	False	False	Event_252	19	1	1	1	1
NC_000962.3	GUBBINS	CDS	3739316	3739360	0.000	.	Node_134	R27252	2111.981932	8	['R27252']	3739315	3739337.5	lineage1	PE_PGRS50	Rv3345c	False	True	False	False	Event_253	45	0	0	0	0
NC_000962.3	GUBBINS	CDS	3746660	3746875	0.000	.	Node_148	Node_147	2533.421039	11	['R27252', 'R23887', 'N0153', 'N0072', 'mada_1-10', 'mada_118', 'mada_1-36', 'mada_117', 'mada_1-39', 'mada_107', 'mada_2-46', 'mada_1-44', 'mada_1-1', 'mada_1-51', 'mada_122']	3746659	3746767.0	lineage1	PPE55	Rv3347c	False	True	False	False	Event_254	216	7	1	1	1
NC_000962.3	GUBBINS	CDS	3746726	3746933	0.000	.	Node_17	Node_16	576.111591	10	['mada_105', 'TB3169', 'M0014888_3', 'mada_151', 'mada_129', 'QC-4', 'QC-8', 'QC-10', '02_R1708', '02_R0894', 'mada_139']	3746725	3746829.0	lineage4	PPE55	Rv3347c	False	True	False	False	Event_255	208	7	1	1	1
